,RecipeName,Ingredients,Diet,URL
6653,Whole Wheat Muesli Pancake with Spirulina Recipe,"1/2 cup Instant Oats (Oatmeal),1/4 cup Whole Wheat Flour,1/2 cup Muesli - Saffola Lite Delight,1/2 teaspoon Baking powder,4 Prunes - finely chopped,1 teaspoon Honey,1/4 teaspoon Salt,1 tablespoon Spirulina,1/2 cup Curd (Dahi / Yogurt)",High Protein Vegetarian,https://www.archanaskitchen.com/whole-wheat-muesli-pancake-with-spirulina-recipe
6654,Spiced Cauliflower And Almond Soup Recipe,"1 Cauliflower (gobi),1/2 cup Badam (Almond) - blanched,3 tablespoon Harissa paste,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cinnamon Powder (Dalchini),Salt - to taste,2 cups Vegetable stock,2 tablespoon Extra Virgin Olive Oil,Black pepper powder - to taste",Vegetarian,http://www.archanaskitchen.com/spiced-cauliflower-and-almond-soup-recipe
6655,Spicy Baked Beans With Potato Cakes Recipe,"6-7 Button mushrooms - chopped,1 tablespoon Extra Virgin Olive Oil,1 Fresh Red chillies - chopped,1/2 tablespoon Brown Sugar (Demerara Sugar),1/4 tablespoon Black pepper powder,1/2 tablespoon Parsley leaves,1/2 tablespoon Fresh oregano,3-4 cloves Garlic - chopped,1 Onion - chopped,1 tablespoon Vinegar,1 tablespoon Worcestershire sauce,3 Homemade tomato puree,Salt - to taste,1 cup Green beans (French Beans) - canned,3 Potatoes (Aloo) - mashed,2-3 tablespoon All Purpose Flour (Maida),1 1/2 tablespoon Butter",Vegetarian,https://www.archanaskitchen.com/spicy-baked-beans-with-potato-cakes-recipe
6656,Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),"3 cups All Purpose Flour (Maida),3 tablespoon Hung Curd (Greek Yogurt),1/3 teaspoon Baking soda,1/2 teaspoon Baking powder,1 teaspoon Sugar,1 tablespoon Sunflower Oil,Salt - to taste,Lukewarm Water - as needed,4 Potatoes (Aloo) - boiled and peeled,1/2 teaspoon Salt,2 Green Chillies - chopped fine,1 inch Ginger - grated,1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 teaspoon Ajwain (Carom seeds),1/2 cup Ghee - (adjust)",Vegetarian,http://www.archanaskitchen.com/aloo-kulcha-recipe-spiced-potato-stuffed-indian-flat-bread
6657,Mughlai Style Chicken Changezi Recipe,"2 tablespoon Curd (Dahi / Yogurt),1 teaspoon Ginger Garlic Paste,1 tablespoon Coriander Powder (Dhania),3/4 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1-1/2 teaspoon Kashmiri Red Chilli Powder,2 tablespoons Sunflower Oil,750 grams Chicken - cleaned,4 tablespoons Sunflower Oil,1 tablespoon Ginger - finely chopped,1 tablespoon Garlic - finely chopped,1 cup Homemade tomato puree,2 Onions - chopped,Salt - to taste,Red Chilli powder - Red chili powder to taste,2 tablespoon Fresh cream",High Protein Non Vegetarian,https://www.archanaskitchen.com/chicken-changezi-recipe
6658,Chicken Corn Fritters Recipe,"1 cup Chicken breasts,1/2 cup Del Monte Whole Corn Kernels,1 Whole Egg - lightly beaten,1/2 cup Milk,2 tablespoons Butter,1/2 teaspoon Salt,1 teaspoon Red Chilli powder,1 teaspoon Black pepper powder,1 cup All Purpose Flour (Maida),1 teaspoon Baking powder,1/2 cup Water,Sunflower Oil - for deep frying",Non Vegeterian,https://www.archanaskitchen.com/chicken-corn-fritters-recipe
6659,Rice Pudding Recipe (Bengali Style Rice Pudding),"100 grams Govind Bhog Rice - or any rice,1-1/2 liter Milk,3/4 cup Sugar,1 tablespoon Cashew nuts,3 to 4 Cardamom (Elaichi) Pods/Seeds,5 teaspoon Condensed Milk,1 teaspoon Ghee",Vegetarian,https://www.archanaskitchen.com/chaler-payesh-recipe-bengali-style-rice-pudding
6660,Kashmiri Dahi Baingan Recipe,"500 grams Brinjal (Baingan / Eggplant) - cut into 1 inch pieces,3 tablespoon Mustard oil,2 cups Curd (Dahi / Yogurt) - whisked well until smooth,2 teaspoons Dry ginger powder,2 teaspoons Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Fennel seeds (Saunf) - coarsely pounded,4 Cardamom (Elaichi) Pods/Seeds,1/4 teaspoon SSP Asafoetida (Hing),Salt - to taste",Vegetarian,https://www.archanaskitchen.com/kashmiri-dahi-baingan-recipe
6661,Ambade Kaarle Lonche Recipe - Hog Plums & Bitter Gourd Pickle,"6 Hog Plum (Amtekai),1 Karela (Bitter Gourd/ Pavakkai),6 tablespoons Jaggery,Salt - to taste,1 teaspoon Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Sunflower Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),4 Green Chillies,2 pinch Asafoetida (hing)",Vegetarian,http://www.archanaskitchen.com/ambade-kaarle-lonche-recipe-hog-plums-bitter-gourd-pickle
6662, Garlic And Pepper Mushroom Stir Fry Recipe,"2 cups button mushrooms, 1/2 cup small onions - cut into thin slices, 10 cloves garlic - tighten, 4 tbsp black pepper powder - grind, salt - as per taste, 1 tbsp oil, 3 sprig green coriander - chop",Vegetarian,http://www.archanaskitchen.com/garlic-and-pepper-mushroom-stir-fry-recipe-in-hindi
6663,Masala Bhurji Cheese Sandwich Recipe,"4 Whole Wheat Brown Bread - slices,2 Cheddar cheese - sliced,2 Whole Eggs,1 Onion - finely chopped,1 Tomato - finely chopped,1 Green Chilli - finely chopped,Salt - as required,Sunflower Oil - or butter as required,1/2 teaspoon Black pepper powder,3 sprigs Coriander (Dhania) Leaves - finely chopped",Vegetarian,http://www.archanaskitchen.com/masala-bhurji-cheese-sandwich-recipe
6664,Spinach Salad Recipe With Boiled Eggs And Mushrooms,"5 Button mushrooms - sliced,1 teaspoon Extra Virgin Olive Oil,4 cups Spinach Leaves (Palak) - (baby leaves),2 Whole Eggs - hard boiled & chopped,Salt,Black pepper powder - to taste,1 tablespoon Lemon juice,1/2 teaspoon Ginger,1 teaspoon Dijon Mustard,2 tablespoon Sesame (Gingelly) Oil,1 teaspoon Pumpkin seeds - roasted",Eggetarian,https://www.archanaskitchen.com/spinach-salad-with-boiled-eggs-and-mushrooms-recipe
6666, Radish Leaves Pachadi (Recipe In Hindi),"2 cups radish leaves - chopped, 1 tomato - chopped, 10 dry red chillies, 2 green chillies - chopped, salt - as per taste, 1 teaspoon turmeric powder, 2 tablespoons oil, 1 tablespoon mustard, 1 big Spoon black urad dal, 1 teaspoon fenugreek seeds, 1 teaspoon asafoetida, 5 curry leaves, 3 cloves garlic, 2 inch tamarind",Diabetic Friendly,http://www.archanaskitchen.com/radish-leaves-pachadi-recipe-in-hindi
6667,Couscous Eggplant And Tomato Gratin Recipe,"1 cup Couscous,1/2 cup Roasted tomato pasta sauce,2 teaspoon Harissa paste,1 Japanese Eggplant - sliced,1 teaspoons Extra Virgin Olive Oil,2 tablespoons Feta Cheese - crumbled,2 tablespoon Whole Wheat Bread crumbs,Mint Leaves (Pudina) - as required for garnish (chopped),Salt - to taste",Vegetarian,https://www.archanaskitchen.com/couscous-eggplant-and-tomato-gratin-recipe
6668,Baked Beans & Potatoes Chaat Recipe,"Whole Wheat Brown Bread - 8 slices,Baked beans - as needed,4 Potatoes (Aloo) - boiled,1 teaspoon Cumin powder (Jeera),2 Onions - finely chopped,2 Green Chillies - finely chopped,Chaat Masala Powder - for seasoning,Coriander (Dhania) Leaves - small bunch,Sev - for topping,Salt - to taste,Butter - for toasting the bread",Vegetarian,http://www.archanaskitchen.com/baked-beans-potatoes-chaat-recipe
6669,Fish Molee Recipe - Kerala Style Fish Curry,"300 gram Fish,3 teaspoon Sunflower Oil,1/2 teaspoon Cumin seeds (Jeera),1 Onion - chopped,1 teaspoon Ginger - paste,2 Tomatoes - chopped,3 cloves Garlic - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Vinegar,1/4 Lemon juice,50 ml Coconut milk,Salt - to taste",High Protein Non Vegetarian,http://www.archanaskitchen.com/fish-molee-recipe
6671,Hariyali Mutton Curry Recipe,"500 grams Mutton,2 Onions - pureed,2 Tomatoes - pureed,Salt - to taste,1 teaspoon Sunflower Oil,2 tablespoon Fresh cream,2 cups Coriander (Dhania) Leaves,2 tablespoon Mint Leaves (Pudina),8 Green Chillies - adjustable,2 Cloves (Laung),2 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,1/2 Star anise,2 tablespoon Ginger - chopped,2 tablespoon Garlic - chopped",Non Vegeterian,https://www.archanaskitchen.com/hariyali-mutton-curry-recipe
6672,Delicious Avocado Salad Recipe with Vegetables,"1 Carrots (Gajjar) - sliced into small pieces,2 Avocado - mashed,1 Cucumber - cut into small pieces,1/4 cup Cherry tomatoes - halved,1/4 cup Black olives - halved,1/4 cup Sweet corn - boiled,1 cup Iceberg lettuce - roughly chopped,1 teaspoon Sesame seeds (Til seeds),1 teaspoon Extra Virgin Olive Oil,1 teaspoon Honey,Salt,Black pepper powder,Mint Leaves (Pudina) - a few sprigs finely chopped,1 teaspoon Dried oregano - crushed (can chop if using fresh oregano)",Vegetarian,http://www.archanaskitchen.com/delicious-avocado-salad-recipe-with-vegetables
6673,Dal Chenchki ( Red Lentils with Shallots),"1 cup Pink Masoor Dal (Split),10 Shallot,1 Tomato - roughly chopped,2 Green Chillies - roughly chopped,1/2 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),Salt - to taste,Ghee - for seasoning",High Protein Vegetarian,http://www.archanaskitchen.com/dal-chenchki-a-bengali-recipe-red-lentils-with-shallots
6674,Eggplant In Mustard Poppy Seed Yogurt Gravy Recipe-Begun Doi Sorse Posto bata Jhol,"1 Brinjal (Baingan / Eggplant) - cut into 1/2 inch discs,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 1/2 tablespoons Mustard seeds,1 tablespoon Poppy seeds,Mustard oil - as required,1 teaspoon Panch Phoran Masala,4 Green Chillies,1/2 cup Curd (Dahi / Yogurt),Salt - to taste",Vegetarian,http://www.archanaskitchen.com/eggplant-in-mustard-poppy-seed-yogurt-gravy-recipe
6675,Maharashtrian Narali Bhaat Recipe (Sweetened Coconut Rice),"1 cup Basmati rice,3/4 cup Fresh coconut - grated,3/4 cup Jaggery - grated,1/2 teaspoon Saffron strands,9-10 Cloves (Laung),4 tablespoons Ghee,2 cups Water,1/4 cup Mixed nuts - chopped (raisins",Vegetarian,https://www.archanaskitchen.com/maharashtrian-narali-bhaat-recipe-sweetened-coconut-rice
6676,Chettinad Style Potato Kara Kuzhambu Recipe,"5 Potatoes (Aloo) - cut into large cubes,1 cup Brinjal (Baingan / Eggplant) - halved,2 Tomatoes - quartered,1 Onion,2 Green Chillies - slit to half,4 tablespoon Sambar Powder,1 cup Tamarind Water,1 teaspoon Turmeric powder (Haldi),Salt - to taste,8 cloves Garlic,1 cup Fresh coconut - shredded,3 tablespoons Poppy seeds,2 tablespoons Sesame (Gingelly) Oil - adjustable,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Chana dal (Bengal Gram Dal),Asafoetida (hing) - a pinch,8 Curry leaves",Vegetarian,http://www.archanaskitchen.com/chettinadu-style-potato-kaarakozhambu-recipe
6677,Thatte Idli Recipe,"3 cups Rice,1 cup Black Urad Dal (Split),1 cup Poha (Flattened rice),1/2 cup Sabudana (Tapioca Pearls),1/2 teaspoon Cooking soda - optional,Salt - to taste,Sunflower Oil - as required to grease",Vegetarian,http://www.archanaskitchen.com/thatte-idli-recipe
6678,Beans Mezhukkupuratti Recipe - Kerala Style Stir Fried Beans,"300 grams Green beans (French Beans) - cut into inch long pieces,2 Onion - thinly sliced,1 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1 teaspoon Coconut Oil,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/beans-mezhukkupuratti-recipe-kerala-style-stir-fried-beans
6679,Karwar Style Dali Ambat Ani Maska Sang Recipe-Toor Dal & Drumsticks Pod Curry,"1/2 cup Arhar dal (Split Toor Dal),1 teaspoon Coriander (Dhania) Seeds,2 Dry Red Chilli,1 cup Fresh coconut - grated,1 Drumstick - cut into 1-inch pieces,1 teaspoon Jaggery - grated,3 Kokum (Malabar Tamarind),Salt - to taste",Vegetarian,http://www.archanaskitchen.com/karwar-style-dali-ambat-ani-maska-sang-recipe-toor-dal-and-drumsticks-pod-curry-recipe
6680,Karwar Style Kelya Sasav Recipe-Ripened Banana Relish,"3 Ripe Bananas - cut into thick roundels,1/2 cup Fresh coconut - grated,2 Dry Red Chillies,2 teaspoons Jaggery - grated,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/karwar-style-kelya-sasav-recipe-banana-relish-recipe
6681,Kothamalli Kozhukattai (Coriander Rice) Recipe,"1 cup Rice,1/4 cup Arhar dal (Split Toor Dal),1/4 cup Chana dal (Bengal Gram Dal),2-1/2 Water,1 teaspoon Coconut Oil,1 teaspoon Mustard seeds,5 teaspoons Fresh coconut - grated,2 Green Chillies,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),15 Curry leaves,Salt - as per required,4 sprig Coriander (Dhania) Leaves",Vegetarian,https://www.archanaskitchen.com/kothamalli-kozhukattai-coriander-rice-recipe
6682,Chichinda Ki Sabzi Recipe -Uttar Pradesh Style Snake Gourd Stir Fry,"500 grams Snake gourd (pudulangai) - chopped (preferably lengthwise),4 tablespoons Gram flour (besan) - roasted,1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Mustard seeds,1/2 teaspoon Chana dal (Bengal Gram Dal),2 Dry Red Chillies,2 teaspoons Sunflower Oil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/chichinda-ki-sabzi-recipe-uttar-pradesh-style-snake-gourd-stir-fry
6683,White Chocolate Pistachio Bars Recipe | White Chocolate Pistachio Fudge,"1 cup White Chocolate,1 tablespoon Butter (unsalted),1/3 cup Condensed Milk,1/2 cup Pistachios - chopped",Vegetarian,http://www.archanaskitchen.com/white-chocolate-pistachio-bars-recipe-white-chocolate-pistachio-fudge
6684,Sookha Bhujia Bhel Recipe,"2 cups Sev - Bhujia  (you can use any sev),1/2 cup Onions - finely chopped,1/2 cup Tomatoes - finely chopped,1/4 cup Cucumber - finely chopped,1 Green Chilli - finely chopped,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1/4 cup Green Channa Sprouts - optional of your choice,2 tablespoons Sweet Chutney (Date & Tamarind),1 tablespoon Green Chutney (Coriander & Mint),1 teaspoon Lemon juice,1/4 teaspoon Chaat Masala Powder,Salt and Pepper - to taste",Vegetarian,https://www.archanaskitchen.com/sookha-bhujia-bhel-recipe
6685, Mixed Vegetable Samosa Recipe,"2 cups maida (all purpose flour), 3 tablespoons oil, 1/4 tsp celery, 1/2 tsp lemon juice, 4 potatoes - boil, 1/2 cup green peas - boil Boil and chop, 1/4 tsp rye, 1/4 tsp coriander seeds, 1/4 cup onion - finely chopped, 5 curry leaves, 3 green chilies - finely chopped, 1 inch ginger - grated , 1/2 tsp red chilli powder, 1/2 tsp coriander powder, 1/2 tsp turmeric powder, 1 tsp garam masala powder, salt - as per taste, oil - as per use",Vegetarian,http://www.archanaskitchen.com/mixed-vegetable-samosa-recipe-in-hindi
6686,Ratalu Ki Chutney Recipe - Yam Chutney Recipe,"150 grams Elephant yam (Suran/Senai/Ratalu) - peeled and diced,1 tablespoon Sunflower Oil,1/2 tablespoon Coriander (Dhania) Seeds,1/2 tablespoon Cumin seeds (Jeera),3 Dry Red Chilli,1/2 tablespoon Tamarind Paste,Salt - to taste,Water - as required,1 tablespoon Sunflower Oil,1/2 tablespoon Mustard seeds,1/4 teaspoon Asafoetida (hing),5 Curry leaves,1/2 tablespoon Chana dal (Bengal Gram Dal)",Vegetarian,https://www.archanaskitchen.com/ratalu-ki-chutney-recipe-yam-chutney
6687,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,"1 cup Rice,1 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Figaro Pure Olive Oil - plus more,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 tablespoons Cashew nuts - halved,1 sprig Curry leaves",High Protein Vegetarian,https://www.archanaskitchen.com/milagu-ven-pongal-recipe-made-with-figaro-olive-oil
6688,Moong Dal Ke Kebab Recipe,"1 Cup Green Moong Dal (Whole) - soaked overnight,2 Tablespoon Ghee,5 cloves Garlic - minced,1 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1/2 Cup Hung Curd (Greek Yogurt),Salt - to taste",High Protein Vegetarian,http://www.archanaskitchen.com/moong-dal-ke-kebab-recipe
6689, Coconut Peanut Chutney (Recipe In Hindi),"1 cup coconut - grated, 2 green chillies - chopped, 2 sprigs of green coriander - chopped, 4 curry leaves, 1/4 cup peanuts - roasted, salt - or rock salt (as per taste)",No Onion No Garlic (Sattvic),http://www.archanaskitchen.com/coconut-peanut-chutney-recipe-in-hindi
6690, Gujarati Vaghareli Mag (Recipe in Hindi),"1/2 cup green moong dal, 1/2 teaspoon cumin seeds, 4 curry leaves - chopped, 1/2 teaspoon ginger - grated, 1 teaspoon green chilli - finely chopped, 1/2 teaspoon turmeric powder, 1 teaspoon lemon juice, 2 tablespoons coriander leaves - finely chopped, 1 teaspoon oil, salt - as per taste",High Protein Vegetarian,https://www.archanaskitchen.com/jain-style-whole-green-moong-dal-subzi-recipe-gujarati-vaghareli-mag-in-hindi
6691,Gawarfli Dry Vegetable Recipe,"1-1/2 cup Gawar Phali (Kothavarangai / Cluster beans) - cut into small pieces,1 Onion - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garlic - minced,Sunflower Oil - as required,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,Salt - as required",Vegetarian,https://www.archanaskitchen.com/gavarfali-ki-sukhi-sabzi-recipe
6692,Spicy Thai Style Tofu With Quinoa Recipe,"250 grams Tofu - cut into cubes,1 cup Quinoa,3 to 4 Spring Onion Greens - greens and bulbs chopped,2 to 3 Thai Red chilli (Birds Eye Chilli) - finely chopped,2 to 3 cloves Garlic - minced,1 tablespoon Sesame (Gingelly) Oil,1 teaspoon Ginger - finely chopped,1 Red Bell pepper (Capsicum) - diced,2 Carrots (Gajjar) - sliced,3 tablespoons Roasted Peanuts (Moongphali) - roasted and crushed,2 tablespoon Soy sauce - or thai fish sauce,2 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 tablespoon Rice Vinegar,1/2 teaspoon Brown Sugar (Demerara Sugar),4 to 5 tablespoons Vegetable stock,1 teaspoon Corn flour,2 teaspoon Lemon juice,Salt - to taste,8 to 9 Thai basil leaves - torn,2 sprigs Coriander (Dhania) Leaves - chopped",Vegetarian,https://www.archanaskitchen.com/spicy-thai-style-tofu-with-quinoa-recipe
6693,Roti Gambang Recipe (Indonesian Bread Recipe),"375 gram All Purpose Flour (Maida),125 Whole Wheat Bread crumbs,250 gram Sugar - (you can substitute with palm granulated sugar),25 gram Milk Powder,175 ml Lukewarm Water,1/4 teaspoon Salt,1 teaspoon Baking soda,2 teaspoon Baking powder,2 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Vanilla Extract,2 Egg yolks,200 grams Butter,3 tablespoon Sesame seeds (Til seeds)",Eggetarian,http://www.archanaskitchen.com/roti-gambang-recipe-indonesian-bread-recipe
6694,Homemade Butter Naan Recipe - Soft Yogurt Bread,"3 cups All Purpose Flour (Maida),1/2 cup Butter (unsalted) - softened,1 cup Curd (Dahi / Yogurt),3 tablespoons Lukewarm Water,1 tablespoon Sugar,2 teaspoons Active dry yeast,1-1/2 teaspoons Salt,2 teaspoons Chaat Masala Powder,1 tablespoon Butter - softened",Vegetarian,https://www.archanaskitchen.com/homemade-butter-naan-recipe
6695,Radish Leaves Pachadi Recipe,"2 Cups Mooli Ke Patte (Radish Greens) - chopped,1 Tomato - chopped,10 Dry Red Chillies - (adjust),2 Green Chillies - split,Salt - to taste,1 teaspoon Turmeric powder (Haldi),2 Tablespoon Sunflower Oil,1 Tablespoon Mustard seeds,1 Tablespoon White Urad Dal (Split),1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Asafoetida (hing),5 Curry leaves,3 cloves Garlic,2 inch Tamarind",Diabetic Friendly,https://www.archanaskitchen.com/radish-leaves-pachadi-recipe
6696,Sabji Shikanji Recipe - Chia Seeds Shikanji,"4 teaspoons Sabza seeds, 3 cups cold water, 1 cup ice, 3 Lemon - Ras nikal, 4 tablespoons sugar - PC, black salt or rock salt - according to taste, cumin powder - a pinch, pepper powder - a pinch , Peppermint - for garnish",Vegetarian,https://www.archanaskitchen.com/chia-seeds-shikanji-recipe-in-hindi
6697,Mysore Rasam Recipe,"1/2 cup Arhar dal (Split Toor Dal) - cooked,2 Tomatoes - roughly chopped,20 grams Tamarind - lemon sized,1 teaspoon Jaggery,1 Green Chilli - slit,1 sprig Curry leaves,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - Salt for taste,2 teaspoons Chana dal (Bengal Gram Dal),2 teaspoons Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black pepper powder,2 Kashmiri dry red chillies,1/4 cup Fresh coconut - grated",Vegetarian,http://www.archanaskitchen.com/mysore-rasam-recipe
6698,Mexican Taco Recipe With Refried Beans & Fresh Summer Salad,"4 Hard taco shells,1 cup Summer Salad,1/2 cup Refried beans - homemade,1/2 cup Sour cream - homemade,1/4 cup Tomato Salsa - homemade,1/4 cup Guacamole - homemade",Vegetarian,http://www.archanaskitchen.com/classic-mexican-taco-recipe-with-refried-beans-fresh-summer-salad
6699,Chena Mezhukkupuratti Recipe ( Eggplant Foot Yam Stir Fry),"2 cups Elephant yam (Suran/Senai/Ratalu) - cubed,2-1/2 cups Water,8 Garlic - cloves,1 Onion - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,1/2 teaspoon Fennel Powder,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,6 Curry leaves",Vegetarian,https://www.archanaskitchen.com/chena-mezhukuparrati-recipe-eggplant-foot-yam-stir-fry
6700,Spring Onion Dosa Recipe,"1 cup Spring Onion (Bulb & Greens) - chopped,1 cup Spring Onion Greens - chopped,2 cups Dosa rice,1/2 cup Poha (Flattened rice),2 tablespoons White Urad Dal (Split),1 tablespoon Methi Seeds (Fenugreek Seeds),6 Dry Red Chillies,1/4 cup Fresh coconut - grated,2 tablespoon Jaggery - grated,Water - as required for batter,Sunflower Oil - to prepare dosa,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/karnataka-style-spring-onion-dosa-recipe
6701,Prawns Spinach Spaghetti Recipe,"16 to 20 Prawns - medium sized,300 grams Spinach - with leaf torn into half will also do,500 grams Spaghetti Pasta,10 to 12 cloves Garlic - chopped,4 tablespoons Extra Virgin Olive Oil,4 tablespoons Butter,1/2 Lemon zest,5 tablespoons Lemon juice,1 tablespoon Black pepper powder - freshly ground,1 tablespoon Paprika powder,4 tablespoons Parsley leaves - chopped",Vegetarian,https://www.archanaskitchen.com/prawns-and-spinach-spaghetti-recipe
6702,Mangalorean Style Vaingana Mashinga Sange Sukhe/Sukka Recipe - Brinjal & Cashew Nut Stir Fry,"6 Small Brinjal (Baingan / Eggplant) - cut into wedges,1 teaspoon Mustard seeds,1 Onion - chopped,4 cloves Garlic - crushed,1 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 sprig Curry leaves,1 tablespoon White Urad Dal (Split),1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Whole Black Peppercorns,4 Dry Red Chillies",Vegetarian,http://www.archanaskitchen.com/mangalorean-style-vaingana-mashinga-sange-sukhe-sukka-recipe-dry-brinjal-and-cashewnut-stir-fry-recipe
6703,Vietnamese Chicken & Potato Curry Recipe,"300 grams Chicken breasts - cut into big chunks,2 Potato (Aloo) - skin peeled and cut into big chunks,2 Carrot (Gajjar) - skin peeled and cut into big chunks,2 Onion - sliced,4 cloves Garlic - finely chopped,300 ml Coconut milk,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil,2 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),2 tablespoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Star anise,1 teaspoon Black pepper corns",Non Vegeterian,https://www.archanaskitchen.com/vietnamese-chicken-potato-curry-recipe
6704,Konkani Style Phanna Doddak Recipe-Tempered Dosa Recipe,"1 cup White Urad Dal (Split) - soaked for 30 minutes,2 cups Sooji (Semolina/ Rava) - (idli rava),1 inch Ginger,1 Green Chilli,Salt - to taste,2 sprig Curry leaves,2 tablespoons Mustard seeds,Sunflower Oil - for the tadka",High Protein Vegetarian,http://www.archanaskitchen.com/phanna-doddak-recipe-konkani-style-tempered-dosa
6705,Mozzarella Stuffed Potato Balls Recipe,"3 Potatoes (Aloo) - boiled and peeled,1 tablespoon Corn flour,1/2 teaspoon Black pepper powder,Salt - to taste,1 cup Mozzarella cheese - cut into small cubes,1/2 cup Whole Wheat Bread crumbs,1 tablespoon All Purpose Flour (Maida),1 teaspoon Corn flour,Sunflower Oil - for deep frying",Vegetarian,https://www.archanaskitchen.com/mozzarella-stuffed-potato-balls-recipe
6706,Alu Vadi Or Patrode Recipe - Maharashtrian Snack With Colocasia Leaves,"6 Colocasia Leaves (Arbi) - de-stemmed,1-1/2 cups Multigrain flour - or chickpea flour (adjust),2 tablespoon Tamarind Water,2 teaspoons Garlic - grated,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2-3 teaspoons Jaggery - grated,Salt - to taste,Water - as required to make a thick batter,2 teaspoon Sunflower Oil,2 teaspoons Cumin seeds (Jeera),2 teaspoons Fennel seeds (Saunf),3 teaspoons Sesame seeds (Til seeds)",Vegetarian,http://www.archanaskitchen.com/alu-vadi-or-patrode-recipe-maharashtrian-snack-with-colocasia-leaves
